tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,PaperlessBilling,PaymentMethod,SeniorCitizen,Partner,Dependents,Churn
3,693.0,2068.71,Month-to-month,No,No,No,Mailed check,1,Yes,Yes,1
9,1154.19,10405.76,Month-to-month,DSL,No,No,Mailed check,1,Yes,No,1
13,611.81,8023.32,One year,Fiber optic,No,Yes,Credit card,0,Yes,No,0
2,813.57,1668.01,Two year,Fiber optic,No,No,Credit card,1,Yes,No,0
5,815.36,4101.26,Two year,DSL,No,No,Electronic check,0,No,No,0
21,649.46,13540.46,Month-to-month,Fiber optic,No,Yes,Mailed check,0,No,No,1
31,388.26,12058.24,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,1
72,896.89,64662.38,Two year,No,No,Yes,Mailed check,0,No,No,0
64,781.7,49878.2,Month-to-month,DSL,No,Yes,Mailed check,1,Yes,No,0
24,950.07,22836.2,One year,Fiber optic,Yes,Yes,Electronic check,0,Yes,Yes,1
13,639.92,8310.99,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,1
24,1166.25,27947.42,Month-to-month,No,Yes,Yes,Bank transfer,0,Yes,No,0
36,536.97,19370.9,Month-to-month,DSL,No,Yes,Bank transfer,0,No,No,1
3,1313.61,4026.32,Month-to-month,No,No,Yes,Credit card,0,Yes,No,1
12,275.71,3347.27,One year,No,No,No,Bank transfer,0,No,Yes,1
43,930.43,39989.97,Two year,DSL,No,No,Electronic check,0,No,No,0
11,942.63,10321.75,Month-to-month,No,No,No,Electronic check,0,Yes,Yes,1
20,561.33,11233.89,Two year,No,Yes,Yes,Credit card,0,Yes,No,0
21,927.32,19517.34,Month-to-month,DSL,No,Yes,Electronic check,0,No,Yes,1
4,1183.86,4716.07,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,1
10,200.0,1985.48,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,1
9,950.82,8698.51,Two year,DSL,No,Yes,Bank transfer,0,Yes,No,0
0,200.0,53.93,One year,DSL,No,No,Electronic check,0,Yes,Yes,1
0,510.3,57.51,One year,DSL,No,No,Credit card,0,No,No,1
42,1288.75,54054.48,Two year,DSL,No,No,Credit card,0,No,Yes,0
7,625.47,4342.9,One year,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,0
17,447.84,7616.95,Two year,DSL,Yes,Yes,Credit card,0,Yes,Yes,0
8,740.62,5874.89,One year,No,No,No,Mailed check,0,No,No,1
67,1420.37,95244.94,Two year,Fiber optic,No,Yes,Mailed check,0,No,No,0
7,250.5,1823.98,Month-to-month,DSL,Yes,Yes,Credit card,0,No,No,0
13,484.61,6273.21,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,Yes,No,1
49,1249.23,61301.44,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,0
44,1357.31,59721.46,Month-to-month,No,No,Yes,Electronic check,0,No,No,0
4,768.97,3205.35,One year,DSL,Yes,No,Electronic check,0,Yes,No,1
38,428.28,16282.03,Month-to-month,DSL,No,No,Bank transfer,0,No,Yes,0
14,1428.75,20031.35,One year,No,No,Yes,Electronic check,0,No,No,0
15,1278.33,19244.99,Month-to-month,No,Yes,Yes,Mailed check,0,No,No,1
3,1003.68,3074.93,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,1
2,556.28,1138.1,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,1
31,785.29,24336.97,Two year,DSL,Yes,Yes,Electronic check,1,Yes,No,0
16,751.89,12055.98,Month-to-month,Fiber optic,No,Yes,Credit card,0,Yes,No,1
13,899.26,11649.51,Month-to-month,DSL,No,Yes,Electronic check,1,No,No,1
31,1235.3,38301.92,One year,DSL,No,No,Electronic check,0,Yes,Yes,0
34,1063.83,36114.59,One year,No,Yes,No,Credit card,0,No,No,0
4,476.79,1818.1,Month-to-month,DSL,Yes,Yes,Bank transfer,0,Yes,Yes,0
22,1212.95,26687.4,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,No,Yes,1
3,893.94,2744.93,Month-to-month,No,Yes,Yes,Electronic check,0,No,No,1
33,1006.12,33248.24,Two year,DSL,No,Yes,Bank transfer,0,No,No,0
25,1239.96,30994.96,Month-to-month,No,Yes,No,Mailed check,0,No,No,0
72,466.53,33677.22,Month-to-month,No,No,No,Bank transfer,0,No,No,0
1,789.25,760.8,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,Yes,1
1,640.56,544.67,Month-to-month,DSL,Yes,No,Electronic check,0,Yes,No,1
7,329.64,2198.39,One year,DSL,Yes,No,Mailed check,1,Yes,Yes,1
